N_CLIENT,N_POLICE,N_SINISTRE,DATE_ACCIDENT,AGENCE,REGLEMENTS,SAP,TRANSACTION
1295072,1401935280,758011333,2025-11-18,Jendouba,111.2931647447986,0.0,N
1738756,1401915578,758011337,2025-11-14,Djerba 2,1253.7304850527098,0.0,N
1495516,1414109320,758011339,2025-11-18,Lac II,81.52224317556497,0.0,N
1738128,1414137418,758011344,2025-11-17,Raoued,642.0824187714471,0.0,N
955138,1401335194,758011345,2025-11-08,Lac II,60.608711781618084,0.0,N
1339660,1401597700,758011348,2025-11-12,Zarzis 1,124.94265310538844,0.0,N
1773212,1414120936,758011349,2025-10-30,Sfax 1,61.829535969332554,0.0,N
1812938,1414193374,758011350,2025-11-08,Kairouan 2,744.520357374718,0.0,N
917358,1400735952,758011357,2025-11-10,Bizerte,261.86508795251495,0.0,N
1740072,1414139866,758011358,2025-11-08,Lac II,66.4667511670325,0.0,N
950772,1401359734,758011360,2025-10-18,Gabès 4,219.62778619346463,0.0,N
1787414,1414147260,758011363,2025-11-18,Mutuelleville,55.6465823723993,0.0,N
1367354,1401393948,758011366,2025-11-18,Lac II,61.211240609639226,0.0,N
1777156,1414129732,758011369,2025-10-29,Grombalia,4098.556280335117,0.0,N
1295572,1401881334,758011370,2025-11-16,Medjez El Bab,105.72850650755866,0.0,N
999526,1400755678,758011373,2025-11-08,Sfax 2,861.2854360528024,0.0,N
993494,1414195194,758011376,2025-11-17,Sahloul,33.38794942343958,0.0,N
1540172,1401473772,758011383,2025-11-18,Ariana,69.55822796549913,0.0,N
1699694,1414115200,758011384,2025-08-18,Gabès 2,3394.339815129688,0.0,N
1501294,1401893346,758011387,2025-11-15,Grombalia,56.1143228120073,0.0,N
1334732,1401313346,758011391,2025-11-18,Sousse 3,55.6465823723993,0.0,N
1296988,1401288890,758011396,2025-10-13,Djerba 2,100.4729959501654,0.0,N
1395550,1401732912,758011397,2025-10-13,Sousse 3,1734.1407240238664,0.0,N
1533980,1401546106,758011400,2025-11-17,Bizerte,336.9709710328624,0.0,N
1530136,1414101736,758011403,2025-10-11,El Ouerdia,93.83621355921724,0.0,T
1399872,1414115014,758011405,2025-11-18,Bizerte,22.656506012922375,0.0,N
1157348,1401999554,758011406,2025-11-15,Testour,0.0,29.369029585432962,N
879574,1401713530,758011407,2025-11-16,Ariana,30.438680557702416,0.0,N
1261748,1401193010,758011411,2025-11-15,Zarzis 1,216.40337589266395,0.0,N
1493172,1401869720,758011412,2025-11-15,Béja,60.902092929792566,0.0,T
995374,1414155516,758011414,2025-11-17,Chebba,83.46987355859895,0.0,N
1769578,1414112732,758011415,2025-11-15,Ettadhamen,55.6465823723993,0.0,N
1292130,1414091290,758011416,2025-11-17,Ghardimaou,61.829535969332554,0.0,N
1807136,1414193556,758011418,2025-11-04,Gabès 1,108.20168794633197,0.0,N
1733508,1401893698,758011420,2025-11-18,Ariana,45.90843045722942,0.0,N
1807136,1414193556,758011429,2025-10-28,Gabès 1,82.17145330324297,0.0,N
1299260,1414141728,758011432,2025-11-18,Soukra,5008.192413515937,0.0,N
1317806,1401301532,758011443,2025-11-10,Sfax 2,154.57383992333138,0.0,N
1267096,1401672946,758011446,2025-11-19,Bizerte,139.11645593099826,0.0,N
1787972,1414151348,758011447,2025-11-20,Soliman,121.88518255170496,0.0,N
1151392,1401717554,758011450,2025-11-21,Lac II,111.2931647447986,0.0,N
1553134,1401495406,758011458,2025-11-12,Jendouba,2190.864376912851,0.0,N
1321276,1401154708,758011459,2025-11-20,Bizerte,80.16415741799858,0.0,N
1713988,1414009148,758011460,2025-11-20,Ghardimaou,111.2931647447986,0.0,N
1395772,1401411996,758011461,2025-11-18,Zarzis 1,83.46987355859895,0.0,N
1473338,1401570198,758011466,2025-11-09,La Goulette,347.574736451603,0.0,N
1413500,1401529334,758011467,2025-11-18,Zarzis 1,0.0,5255.510557393267,T
1739272,1414136950,758011473,2025-11-05,Testour,816.014158963737,0.0,N
1154732,1415417346,758011475,2025-11-20,Jean Jaurès,105.72850650755866,0.0,N
1351348,1401136734,758011476,2025-11-21,Mutuelleville,111.2931647447986,0.0,N
1195492,1414191206,758011479,2025-11-21,Gabès 1,111.2931647447986,0.0,N
1460920,1401993334,758011480,2025-11-18,Sousse 1,767.2114879277832,0.0,N
1575336,1414175148,758011482,2025-09-19,Zarzis 1,101.09129130985872,0.0,T
1771132,1414119490,758011488,2025-11-19,Teboulba,22.25863294895972,0.0,N
1772120,1414121558,758011489,2025-11-21,Boussalem,812.7155532197731,0.0,N
1775496,1414132674,758011491,2025-11-10,Hammamet 2,863.3363217609052,0.0,N
1532112,1401739194,758011492,2025-08-26,Ghardimaou,2727.897486629363,0.0,N
1341310,1401541310,758011493,2025-11-21,Djerba 1,55.6465823723993,0.0,N
1493532,1415400940,758011494,2025-11-19,Ariana,93.07756515287353,0.0,N
1287910,1401977212,758011495,2025-11-12,Ariana,222.5863294895972,0.0,T
1350014,1401327150,758011499,2025-10-25,Ezzahrouni,5255.510557393267,0.0,N
1215016,1401958954,758011500,2025-11-21,Ain Zaghouan,38.57699322966582,0.0,N
1134152,1400956896,758011514,2025-10-30,Sousse 2,160.92558815346092,0.0,N
1393966,1400680912,758011515,2025-11-20,Lac II,56.520542863325815,0.0,N
1687550,1401957552,758011517,2025-11-17,Nabeul 2,1621.4542306859987,0.0,N
1498140,1401617586,758011522,2025-11-21,Zarzis 1,97.37997341329954,0.0,N
1555346,1401697736,758011525,2025-11-19,Zarzis 1,111.2931647447986,0.0,N
1753580,1414093316,758011528,2025-11-20,Teboulba,229.87850496182028,0.0,N
1341134,1401541134,758011530,2025-11-21,Zarzis 1,48.690759575849384,0.0,N
1293350,1401493350,758011531,2025-11-21,Zarzis 1,194.76303830339754,0.0,N
1333968,1401332194,758011536,2025-11-21,Medjez El Bab,69.55791881781927,0.0,N
937674,1401893194,758011537,2025-11-21,Mutuelleville,111.2931647447986,0.0,N
1598806,1414135332,758011539,2025-11-12,Lafayette,2733.0293381148176,0.0,N
1098674,1414133312,758011540,2025-11-20,Bizerte,278.2329118619965,0.0,N
1095212,1401412940,758011542,2025-11-13,M'saken,604.665347636566,0.0,N
1735540,1415415272,758011546,2025-11-21,Sousse Erriadh,56.98735585989427,0.0,N
14013334,1415411476,758011554,2025-11-19,Béja,61.211240609639226,0.0,N
1137394,1401538994,758011555,2025-10-26,Djerba 1,812.0845828052061,0.0,N
1352972,1414187358,758011557,2025-10-10,Enfidha,166.63059943735124,0.0,N
801374,1414169530,758011559,2025-10-11,Lafayette,61.829535969332554,0.0,N
1460774,1401815348,758011560,2025-11-13,Mahdia,77.28691996166569,0.0,N
1593736,1401587338,758011561,2025-11-02,Ezzahrouni,61.829535969332554,0.0,T
1414014,1401979352,758011562,2025-11-20,Lafayette,106.8497851423625,0.0,N
1731532,1414151692,758011564,2025-10-10,Mahdia,259.68405107119673,0.0,N
1572072,1401749690,758011565,2025-10-25,Kairouan 1,302.1609422821282,0.0,N
1795472,1414154112,758011570,2025-11-20,Soliman,101.55501282962872,0.0,N
1554720,1401699126,758011580,2025-11-15,Grombalia,92.74430395399882,0.0,N
1461398,1401549714,758011582,2025-11-21,Medjez El Bab,1270.949701672489,0.0,N
1700752,1401995974,758011584,2025-11-06,Ennasr,536.7796086190374,0.0,T
14001190,1415415136,758011585,2025-11-12,Nabeul 2,456.69490215475935,0.0,N
1397086,1401609134,758011596,2025-11-22,Bizerte,248.32287383683186,0.0,N
1317554,1414174712,758011598,2025-11-07,Ghardimaou,649.8210034933688,0.0,N
1209506,1401095374,758011599,2025-11-08,Zarzis 1,386.43459980832847,0.0,N
921332,1401371754,758011600,2025-11-20,La Goulette,76.85318576684082,0.0,N
1375270,1414127416,758011601,2025-11-17,Chebba,60.37654187405324,0.0,N
1491694,1401673334,758011607,2025-11-21,Lac II,72.34055708411908,0.0,N
1148706,1400995888,758011609,2025-11-04,La Marsa,92.74430395399882,0.0,N
1755354,1401939792,758011611,2025-11-22,Bizerte,61.211240609639226,0.0,N
1337548,1401537548,758011612,2025-11-22,Béja,97.90088725384116,0.0,N
897558,1400753558,758011616,2025-11-22,Bizerte,111.2931647447986,0.0,N
1756136,1414089014,758011620,2025-11-21,Bizerte,111.2931647447986,0.0,N
753118,1401935140,758011625,2025-11-21,Soliman,92.74615884007791,0.0,N
1729260,1414159358,758011633,2025-11-12,Sousse 3,197.96271678981051,0.0,N
1553286,1401932128,758011635,2025-11-21,Djerba 1,89.65282715553221,0.0,N
1796968,1414166752,758011639,2025-11-22,Gabès 2,40.49680032151359,0.0,N
1534930,1401532618,758011641,2025-11-08,Djerba 2,342.33344668748265,0.0,N
1357214,1401369286,758011645,2025-11-12,Bizerte,438.56462732247195,0.0,N
918972,1401896726,758011648,2025-11-18,Menzel Bourguiba,90.7598849970631,0.0,N
1772872,1414121872,758011652,2025-11-18,Sousse 3,1452.994095279315,0.0,N
977576,1400727952,758011654,2025-11-21,Moknine,111.2931647447986,0.0,N
887880,1401747590,758011663,2025-11-06,La Marsa,4477.935202646305,0.0,N
1566808,1401740934,758011667,2025-11-09,Gabès 2,121.95875969950846,0.0,N
1513326,1414147510,758011670,2025-11-20,Raoued,1376.016322997496,0.0,N
1354888,1401353214,758011675,2025-10-28,Djerba 2,554.8125019321731,0.0,N
911216,1414186986,758011680,2025-11-19,Sfax 3,205.46418524128978,0.0,N
1372776,1401395512,758011684,2025-11-16,Djerba 2,1454.5760039570903,0.0,N
1157534,1400815214,758011685,2025-11-18,Testour,73.6219742170835,0.0,N
1713954,1414008730,758011687,2025-11-13,Testour,229.62067579682815,0.0,N
1551360,1401912754,758011689,2025-10-13,Gabès 3,105.51241227934585,0.0,N
1479148,1401581934,758011690,2025-11-22,Bizerte,55.6465823723993,0.0,N
1079118,1401579132,758011691,2025-11-22,Gabès 2,100.16384827031874,0.0,N
1751952,1414080868,758011694,2025-11-20,Zarzis 1,89.03453179583887,0.0,N
1756074,1401876136,758011697,2025-11-16,Béja II,344.70522768726624,0.0,N
1761512,1414099214,758011700,2025-10-29,La Marsa,216.40337589266395,0.0,N
1548934,1401709736,758011701,2025-11-17,Djerba 2,179.30565431106442,0.0,N
781110,1400615572,758011702,2025-10-15,Bizerte,1786.3112498840696,0.0,T
1615870,1401953554,758011705,2025-10-28,Djerba 2,219.49485269113057,0.0,N
1739206,1401912668,758011707,2025-11-05,Bizerte,129.68745169567504,0.0,N
1751328,1414079340,758011710,2025-10-20,Bizerte,79.61974835378861,0.0,N
1586014,1401773332,758011715,2025-08-26,Sfax 3,296.57340711657963,0.0,N
1468900,1400068900,758011723,2025-11-22,Sousse 3,91.81686091445884,0.0,N
1761496,1414099156,758011728,2025-11-10,M'saken,135.71583145268497,0.0,N
1535738,1400135738,758011729,2025-11-01,Bizerte,176.2141775125978,0.0,T
1069272,1400927296,758011732,2025-08-08,Mutuelleville,8287.801341700932,0.0,N
1688108,1414131352,758011741,2025-11-21,Gabès 2,96.18357189229296,0.0,N
1290158,1401327538,758011744,2025-11-21,Gabès 1,57.19232077163261,0.0,N
1219334,1401419334,758011750,2025-11-16,Djerba 2,661.4267165424924,0.0,N
1781732,1414139570,758011751,2025-11-14,Ghardimaou,594.3364145052092,0.0,N
1187488,1414173314,758011753,2025-11-22,Sousse 2,53.03304788697561,0.0,N
1555730,1401499894,758011757,2025-11-12,Lac II,89.65282715553221,0.0,N
1533552,1401667328,758011760,2025-11-21,Béja II,123.84425139889326,0.0,N
1739734,1401907292,758011765,2025-11-22,Gabès 1,337.19912202058924,0.0,N
870138,1400601752,758011767,2025-11-14,Ghardimaou,203.16907286610814,0.0,N
1292886,1401332692,758011768,2025-11-22,Sousse 3,69.55822796549913,0.0,N
1479338,1400079338,758011769,2025-11-07,La Goulette,110.36572170525861,0.0,N
14001196,1415415072,758011771,2025-11-15,Djerba 2,3854.9587287847407,0.0,N
1375316,1401575316,758011772,2025-11-19,Zarzis 1,1295.506538473429,0.0,N
1709334,1401999414,758011773,2025-11-22,Chebba,111.2931647447986,0.0,N
1335394,1401159328,758011776,2025-11-21,Gabès 1,335.6042291402603,0.0,N
1715356,1414132130,758011777,2025-11-18,Béja II,111.2931647447986,0.0,N
1753712,1401934738,758011781,2025-11-22,Gabès 3,80.16415741799858,0.0,N
1553758,1415415318,758011782,2025-11-22,Sfax 1,34.779113982749564,0.0,N
1806700,1414195732,758011784,2025-11-01,Sidi Hessine,411.00782143630016,0.0,T
1751060,1414079538,758011789,2025-11-23,Bizerte,115.74489133459053,0.0,N
1413152,1414154078,758011795,2025-11-05,Gabès 3,137.36482517698707,0.0,N
1475376,1400075376,758011796,2025-11-21,Zarzis 1,239.11460104491917,0.0,N
1407930,1401532714,758011797,2025-10-12,Djerba 2,360.5280242371781,0.0,N
1547292,1401707134,758011802,2025-11-23,Ain Zaghouan,98.30896219123876,0.0,N
1754692,1401957354,758011803,2025-11-06,Bizerte,89.27597613379912,0.0,N
1721314,1414141748,758011805,2025-11-23,Sousse 3,111.2931647447986,0.0,N
1389336,1414169554,758011806,2025-10-28,Sousse 3,463.72151976999413,0.0,N
1715152,1414011134,758011807,2025-10-29,Zarzis 1,473.39413237703656,0.0,N
1553334,1415411200,758011808,2025-10-31,Ghardimaou,28.90499891798312,0.0,N
933460,1401781286,758011809,2025-11-12,Gabès 3,282.5294463165054,0.0,N
997976,1400753778,758011812,2025-11-22,Ain Zaghouan,78.17757442730392,0.0,N
1321490,1401017272,758011815,2025-11-21,Menzel Bourguiba,70.89405509011655,0.0,N
1511534,1401734954,758011818,2025-11-16,Gabès 1,373.0794200389526,0.0,N
1272158,1401472158,758011820,2025-11-22,Djerba 1,69.55822796549913,0.0,N
934934,1401697314,758011824,2025-11-22,Sousse 2,94.73305097845241,0.0,N
814112,1401149336,758011826,2025-11-23,Lac II,111.2931647447986,0.0,N
1307380,1401507380,758011828,2025-08-06,Bizerte,308.9863047577828,0.0,N
1414960,1401473534,758011829,2025-11-20,Zarzis 1,111.2931647447986,0.0,N
1334812,1401534812,758011830,2025-11-22,Bizerte,76.38884595171113,0.0,N
739200,1401975292,758011832,2025-11-16,Kairouan 2,171.0300800692491,0.0,T
1513532,1414113946,758011835,2025-10-09,El Jem,5711.2916190064,154.57383992333138,N
1534740,1401536690,758011840,2025-11-13,Djerba 2,2082.9449407982192,0.0,N
1355672,1401371356,758011842,2025-11-20,Sousse 2,0.0,463.72151976999413,T
1793310,1414160106,758011844,2025-10-26,Mutuelleville,104.53210498655208,0.0,N
1593550,1401771348,758011846,2025-11-22,Ghardimaou,55.6465823723993,0.0,N
1378978,1414179670,758011848,2025-11-21,Djerba 1,108.51083562617863,0.0,N
1549086,1400755520,758011850,2025-11-23,Béja,88.6477880483507,0.0,N
1115710,1414007954,758011853,2025-08-09,Jemmal,2012.9900763594771,0.0,T
1553286,1401549800,758011855,2025-11-22,Gabès 2,103.00986181098712,0.0,N
1479530,1401580600,758011856,2025-11-23,El Menzah,89.439515256438,0.0,N
1507350,1400107350,758011858,2025-11-18,Ariana,70.89343679475687,0.0,N
1771596,1414116730,758011860,2025-11-23,Ain Zaghouan,70.89374594243671,0.0,N
14009320,1415417548,758011872,2025-11-16,Lafayette,384.8486722107151,0.0,N
953572,1400701374,758011882,2025-11-14,Zarzis 1,136.11772343648562,0.0,N
1216932,1401178070,758011890,2025-11-06,Ezzahrouni,123.65907193866511,0.0,N
1301610,1401513500,758011899,2025-11-22,Zarzis 1,111.2931647447986,0.0,N
1470918,1400070918,758011901,2025-11-23,Ariana,105.72850650755866,0.0,N
1692994,1401969348,758011903,2025-11-23,Korba,3129.646953349615,0.0,N
1755348,1401959560,758011904,2025-11-19,Sousse 2,188.22889294215847,0.0,N
1299320,1401499320,758011905,2025-11-23,Bizerte,651.4050762049031,0.0,N
1740806,1415415536,758011927,2025-11-24,Djerba 2,345.4261600766686,0.0,N
1413408,1401529546,758011929,2025-11-23,Sousse 1,166.9397471171979,0.0,N
1135530,1400810068,758011940,2025-11-24,Mutuelleville,55.6465823723993,0.0,N
1493554,1401939466,758011942,2025-10-17,Boussalem,1145.163384548799,0.0,N
1175334,1414137714,758011943,2025-11-24,Djerba 1,119.56502921445575,0.0,N
1175334,1414137714,758011943,2025-11-24,Djerba 1,284.8474356199957,0.0,N
1212134,1401412134,758011946,2025-11-21,La Marsa,119.33100442081182,0.0,N
1591172,1400191172,758011952,2025-11-24,La Marsa,68.12872909388815,0.0,N
1506066,1414156950,758011954,2025-11-24,Jendouba,64.9343061180326,0.0,N
1689386,1401974996,758011957,2025-11-23,Ariana,222.5863294895972,0.0,N
1577746,1401759334,758011960,2025-11-22,Djerba 2,119.58759699508455,0.0,N
1733998,1414128154,758011965,2025-08-22,Mutuelleville,61.829535969332554,0.0,N
1213980,1414135198,758011967,2025-11-18,Gabès 1,32.46050638389959,0.0,N
1709768,1414000952,758011980,2025-11-23,Grombalia,92.74615884007791,0.0,N
1175318,1401776772,758011981,2025-10-14,Zarzis 1,5772.850650755867,295.67007759606764,N
1393274,1401593274,758011986,2025-11-23,Ezzahrouni,60.96114013664328,0.0,N
1473160,1414115354,758011988,2025-11-22,Béja,558.6685009429004,0.0,T
1775352,1414133870,758011999,2025-10-14,Grombalia,404.21059139951154,0.0,N
949572,1400919340,758012000,2025-11-24,Chebba,63.993569728259196,0.0,N
1807136,1414193556,758012010,2025-11-01,Gabès 1,598.8400779052154,0.0,T
871492,1400601900,758012013,2025-11-24,Medjez El Bab,54.338887686647915,0.0,N
1291480,1400955616,758012014,2025-11-20,Ariana,238.762172689894,0.0,N
1713786,1414008732,758012022,2025-11-10,Hammamet 2,98.24713265526943,0.0,N
1679288,1414153932,758012029,2025-11-23,Ennasr,83.46987355859895,0.0,N
1087726,1401341060,758012030,2025-11-24,Sousse 2,111.2931647447986,0.0,N
1391912,1401553754,758012031,2025-08-15,Lac II,967.6888119454665,0.0,N
1756728,1401875260,758012034,2025-11-24,Soliman,85.55569295452437,0.0,N
1553208,1401717148,758012044,2025-11-23,Monastir 2,110.29399944353418,0.0,N
1797134,1414197872,758012047,2025-11-23,Gabès 1,197.73858472192168,0.0,N
1735508,1401897494,758012048,2025-11-24,Soliman,111.2931647447986,0.0,N
1270888,1401212732,758012049,2025-11-24,Bizerte,166.9397471171979,0.0,N
1407550,1414075074,758012056,2025-11-24,Medjez El Bab,231.86075988499707,0.0,N
1361178,1414075758,758012058,2025-11-22,Zarzis 1,91.81686091445884,0.0,N
14015554,1415407154,758012062,2025-11-20,La Marsa,109.84697189847591,0.0,N
1481352,1401593392,758012064,2025-11-24,Gabès 1,109.26206448820602,0.0,N
1535916,1414196916,758012065,2025-11-24,Zarzis 1,1307.2767180882308,0.0,N
1416120,1401467470,758012067,2025-11-24,El Jem,53.003369709710334,0.0,N
1513148,1401733736,758012069,2025-11-24,Gabès 4,111.2931647447986,0.0,N
1175814,1401817378,758012073,2025-11-24,Zarzis 1,239.68899743407428,0.0,N
1734916,1414130150,758012077,2025-11-24,Gabès 3,1227.867190156738,0.0,N
1141598,1401877886,758012079,2025-11-24,Gabès 2,247.31814387733021,0.0,N
1767340,1414111352,758012083,2025-11-24,Soliman,106.32114260982472,0.0,N
814160,1401667916,758012084,2025-11-24,Zarzis 1,83.80653538195196,0.0,N
1155950,1414155476,758012091,2025-09-04,Zarzis 1,3769.4759946826603,17.58308343895879,N
777808,1401172812,758012102,2025-11-17,Sousse 1,400.1187127090611,0.0,N
933546,1414012706,758012103,2025-11-21,La Marsa,884.7475809194052,0.0,T
1733934,1401895554,758012109,2025-11-25,Kairouan 2,101.15713976566606,0.0,N
1575214,1414137572,758012113,2025-11-04,Ghardimaou,1218.5117630692182,0.0,N
1755528,1401958734,758012115,2025-11-25,Jendouba,80.27483228738369,0.0,N
1400974,1401954918,758012128,2025-11-18,Djerba 2,510.2751414350636,0.0,N
957574,1400715972,758012129,2025-11-15,Béja II,1232.368998670665,0.0,N
1538070,1401691398,758012130,2025-11-18,Djerba 2,667.7589884687916,0.0,N
1753346,1414095474,758012132,2025-11-24,Ariana,891.7337001885801,0.0,N
1553356,1400153356,758012137,2025-11-24,Gabès 4,2234.3419791634465,0.0,N
949358,1401081718,758012138,2025-11-25,Gabès 2,83.41237209014747,0.0,N
1273406,1401933572,758012140,2025-11-21,Grombalia,111.2931647447986,0.0,N
809414,1401333372,758012144,2025-11-21,Djerba 1,846.4058490741028,0.0,N
1686118,1401957130,758012145,2025-11-26,Béja II,72.42309951463815,0.0,N
1716750,1414015514,758012146,2025-11-22,Kairouan 1,827.5197081645903,0.0,N
1533794,1401920794,758012148,2025-11-25,Gabès 2,44.826413577766104,0.0,N
1570932,1401795352,758012149,2025-11-26,Djerba 2,225.5980461866634,0.0,N
1376866,1401576866,758012151,2025-11-25,Sousse 3,97.38151915169877,0.0,N
1395154,1401595154,758012153,2025-11-26,Chebba,95.06383899588835,0.0,N
1781378,1414137730,758012154,2025-11-25,Zarzis 1,91.81686091445884,0.0,N
909572,1414171934,758012158,2025-11-26,Chebba,83.46987355859895,0.0,N
1706008,1401993732,758012163,2025-11-27,Ain Zaghouan,111.2931647447986,0.0,N
1416950,1401529260,758012168,2025-11-24,Sousse 3,589.9802145484898,0.0,N
1471308,1401493308,758012169,2025-11-25,Sousse 3,278.2329118619965,0.0,N
1381074,1400706138,758012171,2025-11-11,Zarzis 1,200.9459919003308,0.0,N
935486,1401775772,758012179,2025-11-28,Jendouba,647.7469317092775,0.0,N
1559090,1401727694,758017580,2025-11-24,Ghardimaou,148.39088632639812,0.0,N
1789388,1414152974,758017582,2025-11-27,Ezzouhour,84.7608742696386,0.0,N
1547532,1400147532,758017584,2025-11-27,Sousse 3,47.299595016539406,0.0,N
1219376,1401114776,758017585,2025-11-25,Mahdia,64.9343061180326,0.0,N
1595692,1401893396,758017587,2025-11-27,Boussalem,495.24252635483975,0.0,N
1730932,1415419332,758017588,2025-11-27,El Kram,55.6465823723993,0.0,N
1526988,1401671810,758012190,2025-11-27,Ezzahrouni,71.61962469471668,0.0,N
1469260,1401573528,758012193,2025-11-27,Sfax 4,85.79311837264662,0.0,N
1415572,1401475380,758012196,2025-11-27,Boussalem,27.82329118619965,0.0,N
1598152,1415417948,758012199,2025-11-18,Kairouan 2,440.3805607938913,0.0,N
666078,1400931508,758012201,2025-11-26,El Menzah,72.88465700064921,0.0,N
1331092,1401531092,758012204,2025-11-26,Gabès 4,514.7308869446935,0.0,N
1777574,1414131532,758012206,2025-11-28,Les Berges du Lac,68.16706340618914,0.0,N
1288086,1401870074,758012211,2025-11-25,Testour,156.86307849259592,0.0,N
1331514,1414171528,758012223,2025-11-27,Gabès 1,111.2931647447986,0.0,N
1551948,1401539078,758012224,2025-11-27,El Jem,111.2931647447986,0.0,N
1711974,1414013154,758012226,2025-11-26,Ain Zaghouan,49.37243020991128,0.0,N
1693548,1401954066,758012235,2025-11-27,Moknine,111.2931647447986,0.0,N
1777930,1414191574,758012238,2025-11-26,Kairouan 2,86.56135035706558,0.0,N
1551546,1401714152,758012246,2025-11-24,Gabès 2,456.56815160602224,0.0,N
1551546,1401714152,758012246,2025-11-24,Gabès 2,432.36528889850683,0.0,N
871590,1401926780,758012247,2025-11-28,Lac II,89.03453179583887,0.0,N
1767354,1414109152,758012250,2025-11-26,Zarzis 1,252.26388845951712,0.0,N
1739546,1401915132,758012255,2025-11-28,Sousse 2,47.299595016539406,0.0,N
1478174,1401699408,758012260,2025-11-19,Bizerte,491.26039509073485,0.0,N
1546920,1414149532,758012266,2025-11-27,Mahdia,48.690759575849384,0.0,N
1472192,1401554974,758012268,2025-11-26,Béja,241.1141682381674,0.0,N
920138,1401375206,758012273,2025-11-24,Raoued,128.15067857915727,0.0,N
1269690,1401350914,758012274,2025-11-28,Ezzahrouni,90.42816953658763,0.0,N
1333072,1401895148,758012290,2025-11-28,Gabès 2,111.2931647447986,0.0,N
952698,1400699460,758012294,2025-08-19,Mutuelleville,240.44424521593967,0.0,N
1799338,1414170812,758012296,2025-11-26,Bizerte,49.37273935759112,0.0,N
1614908,1401955872,758012297,2025-11-25,Bizerte,9274.430395399882,0.0,N
1290018,1401615340,758012298,2025-11-28,Mahdia,111.2931647447986,0.0,N
1381720,1401581720,758012299,2025-11-28,Ezzahrouni,80.82697004358982,0.0,N
1293574,1401935672,758012302,2025-11-28,Lac II,194.76303830339754,0.0,N
1734600,1414153730,758012304,2025-11-27,Djerba 1,44.40597273317464,0.0,N
887368,1401533260,758012312,2025-11-28,Béja,16.69397471171979,0.0,N
1786012,1414146894,758012313,2025-11-28,Nabeul 2,111.2931647447986,0.0,N
1756738,1414181472,758012314,2025-11-28,Sfax 5,139.11645593099826,0.0,N
1668806,1401935972,758012317,2025-11-20,Zarzis 2,228.95477169443845,0.0,N
1569972,1401747556,758012324,2025-11-29,El Jem,59.96784864129595,0.0,N
1109720,1414159334,758012326,2025-10-15,Medjez El Bab,71.4131140445791,0.0,N
1335354,1401535354,758012328,2025-11-29,El Menzah,73.9883142177018,0.0,N
1733536,1401893754,758012329,2025-11-19,Sfax 2,139.11645593099826,0.0,N
1681134,1401949526,758012332,2025-11-21,La Marsa,154.57383992333138,0.0,N
1175334,1414137714,758012334,2025-11-28,Djerba 1,1110.2417534856402,0.0,N
1287096,1401487096,758012336,2025-11-28,Ain Zaghouan,71.4131140445791,0.0,N
1472612,1401555898,758012337,2025-11-27,La Marsa,290.31162086128546,0.0,N
1572754,1400172754,758012338,2025-11-25,Gabès 4,596.2991931245556,0.0,N
1572754,1400172754,758012340,2025-11-30,Gabès 4,72.34055708411908,0.0,N
1555732,1401700868,758012343,2025-11-28,Gabès 3,77.90521532135902,0.0,N
14013554,1415410800,758012344,2025-11-21,Ghardimaou,114.38464154326522,0.0,N
937416,1401575218,758012347,2025-11-29,Kairouan 1,55.6465823723993,0.0,N
1360878,1401757720,758012349,2025-11-29,El Menzah,26.234272111787803,0.0,N
1727770,1401894728,758012351,2025-11-17,Lafayette,1027.733947506724,0.0,N
767514,1401289916,758012355,2025-11-20,Medjez El Bab,60.28379757009924,0.0,N
1358988,1401558988,758012356,2025-11-29,El Jem,78.04433177729001,0.0,N
926680,1400921928,758012367,2025-11-27,La Goulette,0.0,463.72151976999413,N
14014166,1415412674,758012368,2025-11-18,Mutuelleville,293.72801187127095,0.0,N
1387566,1401417216,758012369,2025-11-28,Lac II,114.38464154326522,0.0,N
1575340,1401873554,758012372,2025-11-29,Béja,99.32914953473275,0.0,N
1749514,1401929330,758012375,2025-11-22,Sousse 3,884.1623643614555,0.0,N
1472086,1401935508,758012378,2025-11-29,Djerba 2,111.2931647447986,0.0,N
767354,1401289960,758012380,2025-11-27,Gabès 3,152.5739635824033,0.0,N
1330730,1414007316,758012385,2025-11-30,M'saken,111.2931647447986,0.0,N
1333412,1401533412,758012386,2025-11-21,Ain Zaghouan,353.2138992796859,0.0,N
1301912,1414087066,758012394,2025-09-08,Chebba,1921.0093671746995,92.74430395399882,N
1786132,1414158806,758012395,2025-11-29,Enfidha,140.28565245617833,0.0,N
1491592,1400091592,758012396,2025-11-25,Lac II,271.7408105852166,0.0,N
914990,1400734134,758012399,2025-11-30,Boussalem,63.80715367731165,0.0,N
1747154,1414073334,758012400,2025-08-22,Chebba,6561.447429437042,1855.3535103719048,N
1314740,1401387116,758012401,2025-11-28,Raoued,69.55822796549913,0.0,N
1314132,1401352932,758012405,2025-08-13,Béja,3578.1890128914583,0.0,N
1318806,1414175538,758012407,2025-11-30,Sousse 3,124.53705134942963,0.0,N
1752614,1414069400,758012409,2025-11-30,Kairouan 2,85.79342752032646,0.0,N
1556194,1401995558,758012410,2025-11-28,Lac II,93.33663090858504,0.0,N
1350698,1401588714,758012413,2025-11-30,Ennasr,166.9397471171979,0.0,N
